	MTUS1	CELA1	EPPIN	RP11-219B4.5	FABP7	C2orf69	TFPI	ID4	ZNF227	RPS17L	SULT1C2	GPR144	C17orf47	ACSL4	VIPAS39	GPR183
TCGA-E9-A1NF-11A-73R-A14D-07	10.42747847	0.1008031				7.67107052	10.5790121	9.09708928	7.32336593	11.76503627	-1.29586865		-0.95067114	10.21241867	8.45114915	9.15742536
TCGA-BH-A18U-11A-23R-A12D-07	11.02428637		2.33964296	1.34264485	11.83114564	7.0552145	10.58690873	11.25079772	7.90289408	4.1236846	-0.83980333	3.75596167	0.84580101	8.82942856	7.79524948	7.93750996
TCGA-BH-A0DH-11A-31R-A089-07	10.42586006			1.38193757	8.09440451	6.20127105	9.94835733	9.99713556	8.24768369	9.24257	1.38491773	2.92844701	-0.32325033	7.9342284	8.64974317	6.15530071
TCGA-E9-A1RC-11A-33R-A157-07	10.5910182					7.63242578	10.02123184	9.39225293	7.87412655	10.7730074	1.84675047			9.92206454	8.79415086	7.10091554
TCGA-A7-A0DC-11A-41R-A089-07-1	10.83025889	-0.40208371	0.58496194	1.46085323	7.96117899	7.84521057	10.19104625	9.58135629	8.05363425	8.15881124	4.39311924	-2.6044676	1.56959849	9.37631075	8.1308535	7.9759553
TCGA-BH-A0BC-11A-22R-A089-07	10.83513867			2.17476961	10.14301172	6.86131344	9.95230704	10.23929941	8.31075001	9.63004873	0.34565841	1.81733156	-0.45277294	8.92718103	7.99689404	7.20450584
TCGA-BH-A1FH-11B-42R-A13Q-07	10.59906731		0.73283197		9.83354559	7.73394063	11.16799694	11.15779812	7.54132092	5.78363499	5.53670363	4.50845695		9.15547441	7.98716905	9.27413447
TCGA-E2-A1LH-11A-22R-A14D-07	10.94717524	-0.27107908	-1.52595122	1.88373516	8.17396968	7.17712893	7.72910793	11.01492668	8.33048953	5.42441791	3.19140819	6.68276908		8.29377875	8.39094595	7.29982091
TCGA-BH-A1FB-11A-33R-A13Q-07	11.01060649		2.62710154	1.95551434	10.29244129	7.4049066	10.06501558	10.99612086	8.33475469	2.78945276	2.05815201	5.54849564	-0.64415834	9.17384749	8.11583692	7.7097349
TCGA-BH-A0BT-11A-21R-A12P-07	10.83125804		2.98848103	1.19359447	10.20391028	7.6066887	8.99257942	11.00975943	8.07209537	5.1505424	3.79172368	5.66474765	-0.4302482	8.45421477	8.3428918	6.70703898
TCGA-E9-A1RD-11A-33R-A157-07	10.97818897			0.71839351	7.11263606	7.60311386	11.0251758	9.84133558	8.14571693	5.34331797	1.69989273	-0.72550712		9.75430326	8.7459288	7.58712885
TCGA-E9-A1RB-11A-33R-A157-07	11.40837855		0.65048771		6.72448863	7.40731688	11.11503714	10.40426938	8.37450387	1.71396448	1.4439175	2.64459386	-0.06695915	10.09862822	8.83439319	7.80615496
TCGA-BH-A1FM-11B-23R-A13Q-07	11.04820896		1.57837236	-0.40773741	7.96586349	7.72910793	11.22586893	11.72418594	8.19471964	1.96749381	2.6509091	6.05339574	-1.04152303	9.53157021	8.34420842	7.20721757
TCGA-E9-A1N9-11A-71R-A14D-07	11.28767699		3.2300511	3.14481996	11.32388251	7.391704	9.86229803	9.78303257	8.29507868	2.90684427	6.02811252	6.34758868	0.41823542	8.91361327	8.43760495	6.88726977
TCGA-E9-A1R7-11A-42R-A14M-07	10.99886701				5.86268459	7.78158073	11.11801044	10.05228558	8.23923989	8.39061166	2.15213384	-0.98537389	-1.04152303	10.38653436	8.70333741	7.72910793
TCGA-BH-A0BS-11A-11R-A12P-07	10.82863236			1.86135422	9.3364273	7.24101947	9.19122692	11.04013585	8.5074722	5.44379094	3.95203902	4.10601331	1.41444056	8.33475469	8.59625409	8.22700541
TCGA-E2-A15M-11A-22R-A12D-07	11.00162856	-0.20602765		0.55076124	6.87380977	7.4775819	11.2448854	11.02797975	7.84859572	9.39727542		0.85892555		9.20171917	8.27608338	9.02319871
TCGA-GI-A2C9-11A-22R-A21T-07	10.66564514		0.73815949	0.99495281	8.76043259	7.70695256	11.6326994	10.82430339	8.054416	1.14957208	-1.31132318	2.16194889	-0.25249455	9.21829256	8.11983171	9.5998133
TCGA-BH-A0B8-11A-41R-A089-07	10.31232967				2.02907133	8.0846222	10.40482864	9.17413591	7.50316236	10.53848276	2.10524505	-0.83192282		9.75284518	8.73874781	7.89179799
TCGA-E9-A1N4-11A-33R-A14M-07	11.76037761	-0.38334659	-1.39385776	1.75213829	8.71371842	7.21531562	10.07443167	11.7977879	8.87928199	2.13990571	0.85576135	3.46294512	1.3803359	8.84348947	8.58058165	8.26071593
TCGA-BH-A0DV-11A-22R-A12P-07	11.40979301		3.52833002	0.09828912	8.65966683	7.68226849	9.65908321	10.52735265	8.51454548	2.23161576	4.43544643	5.86363141	1.56650609	9.49166825	8.11403546	6.78934719
TCGA-A7-A0CE-11A-21R-A089-07	10.98988776	-0.67219831	0.34035928	1.10138548	8.5545266	7.0834623	9.6757672	9.81755021	8.03189942	1.52450723	-0.44426665	3.18015634	1.77132852	8.39678884	8.29655659	7.79823532
TCGA-E9-A1NA-11A-33R-A144-07	10.51393994	-0.74171934	2.37605397	0.33659369	10.37663725	7.18644709	10.41747154	10.10017912	7.89780991	6.19729714	4.45114536	1.76964819		10.01513792	8.36094009	6.96718107
TCGA-BH-A0HA-11A-31R-A12P-07	10.55674568	-0.72938778			8.51936776	7.10848129	7.77326031	10.93041875	8.98347603	5.47634767	-1.37747455	6.27057322	0.08980332	8.26369815	8.56589464	7.31302991
TCGA-A7-A13F-11A-42R-A12P-07	10.94070328		-0.70717065	1.76826297	7.4263552	6.89880626	10.38834767	9.84377687	8.20234902	7.91498826	1.0364109	1.10324675	-0.00308493	9.22169368	8.72953062	8.01354735
